zip,type,year_built,listPrice,lastSoldPrice,list_to_sold_ratio,sqft,price_per_sqft,stories,beds,baths,baths_full,baths_full_calc,garage,sanitized_text
85383,single_family,2004.0,639954.0,624911.0,0.9765,2300.0,271.7,1.0,3.0,2.0,2.0,2.0,3.0,Westwing Mountain is a sought-after single-level home in sought- after Westwing Mountains.
85338,single_family,2025.0,479911.0,480061.0,1.0003,2530.0,189.75,1.0,5.0,3.0,3.0,3.0,3.0,"The Bailey floorplan impresses with its smart, spacious design. A 3-car garage adds both convenience and functionality, making the Bailey a perfect blend of comfort and curb appeal."
85331,single_family,2025.0,1573130.0,1529942.0,0.9725,4020.0,380.58,1.0,5.0,5.0,4.0,4.0,3.0,"Enter through a private paver courtyard into this stunning luxury single-level home. 5 bedrooms, 4.5 bathrooms, and a casita with built-ins, private bath, and separate entrance."
85392,single_family,1994.0,449064.0,410100.0,0.9132,2170.0,188.99,1.0,3.0,2.0,2.0,2.0,2.0,"The layout is functional and spacious, providing great bones and flexibility for modern updates and personal touches. The den makes an ideal home office, hobby room, or guest space. The generous living areas open to the backyard where the pool creates a fantastic outdoor retreat."
85614,single_family,2004.0,359911.0,355096.0,0.9866,1640.0,216.52,1.0,3.0,2.0,2.0,2.0,2.0,"Santa Rita Mountain is located in the desirable Legends community. The 3-bedroom, 2-bath home offers a bright open layout with tile flooring in the main living areas."
85379,single_family,2003.0,485087.0,481917.0,0.9935,2190.0,220.05,1.0,4.0,2.0,2.0,2.0,3.0,Fulton Homes is a popular model home with a great floor-plan with a very nice lay out and comes with 4 bedrooms 2 bath. The home has a large living room leading to the kitchen area and there you will step into a huge family entertainment room.
85351,single_family,1970.0,368932.0,344915.0,0.9349,1690.0,204.09,1.0,3.0,2.0,2.0,2.0,2.0,Sun City home has been completely remodeled with quality upgrades designed for comfort and low-maintenance living. Open floor plan home offers a 2-car garage plus additional front parking.
85750,single_family,1988.0,2199062.0,2049903.0,0.9322,4710.0,435.22,2.0,5.0,5.0,4.0,4.0,3.0,Ventana Canyon Estates is located in the gated community of Ventana Canyon. The home's seamless connection to nature offers panoramic views of the 4th green and the shimmering lake beyond-an idyllic setting.
85206,single_family,1998.0,549987.0,549974.0,1.0,1950.0,282.04,2.0,4.0,3.0,2.0,2.0,2.0,"Cul-de-Sac Home with Remodeled Kitchen and Expansive Backyard. Main suite offers vaulted ceilings, dual sinks, soaking tub, and walk-in closet. The backyard feels enormous with lush grass, fruit trees, a large concrete pad for sports or RV parking."
85248,single_family,1996.0,874916.0,840057.0,0.9602,3460.0,242.79,2.0,4.0,4.0,3.0,3.0,3.0,"Ocotillo, Mexico, is one of the most desirable communities in the country. The 4 bed, 3.5 bath home offers a flexible floor plan and modern upgrades throughout. The main floor features a private mother-in-law suite for guests or multi-generational living."
85206,single_family,1998.0,790058.0,775420.0,0.9815,3700.0,209.57,1.0,5.0,4.0,4.0,4.0,2.0,"Stonegate Estates is located on a generous 1/4-acre lot, 3 car garage, 5 bdrms, 4 bath, and 4 bath. The heart of the home is the expansive kitchen, complete with a grand center island, plenty of counter space, and room for everyone to gather."
85210,single_family,1969.0,,302428.0,,1870.0,161.73,1.0,,0.0,,,,
85086,single_family,2005.0,1124926.0,1095090.0,0.9735,3910.0,280.07,1.0,5.0,4.0,3.0,3.0,3.0,Rare basement home in the desirable Desert Hills area of North Phoenix.
85132,single_family,2015.0,349924.0,350089.0,1.0005,1800.0,194.49,1.0,3.0,2.0,2.0,2.0,2.0,"The Anthem at Merrill Ranch has to offer pools, fitness center, sports courts, and scenic walking trails. The open great room flows seamlessly into the kitchen and dining areas, perfect for everyday living and entertaining."
85718,single_family,2005.0,3494942.0,3224926.0,0.9227,6640.0,485.68,1.0,5.0,7.0,6.0,6.0,4.0,"The property spans 6,631 Sq Ft, including a 5,667Sq Ft main residence and a 939 Sq F detached guest house. The home is thoughtfully laid out to maximize natural light and capture views of the Catalina Mountains and surrounding desert landscape."
85286,single_family,2018.0,595098.0,584932.0,0.9829,2180.0,268.32,2.0,3.0,3.0,2.0,2.0,2.0,"South Chandler, South Chandler, is part of one of Chandler's most distinctive neighborhoods. The home is located near the upcoming Costco, commuter-friendly freeway access, and just minutes from dining and shopping."
85374,single_family,1999.0,811069.0,785071.0,0.9679,2960.0,265.23,1.0,2.0,3.0,2.0,2.0,3.0,"This exceptional home offers unparalleled luxury and comfort right on hole #6 of the prestigious Granite Falls South Golf Course. Gourmet eat in kitchen features ample cabinets, double ovens, a raised dishwasher, granite counters and multi-level island."
85395,single_family,2011.0,795569.0,795418.0,0.9998,2360.0,337.04,1.0,2.0,3.0,2.0,2.0,3.0,"The PebbleCreek home is located on the desirable Tuscany side of the community. Offering 2,363 sq ft, this thoughtfully designed residence features 2 bedrooms both with en suite baths, a dedicated office, 2.5 bathrooms, and a spacious 3-car garage."
85625,single_family,1926.0,,435082.0,,4270.0,101.89,1.0,,0.0,,,,
85118,single_family,2022.0,459094.0,458924.0,0.9996,1650.0,278.14,1.0,3.0,2.0,2.0,2.0,2.0,"The Gold Canyon home is built in 2022 with modern finishes and an open, functional layout. Located in a quiet neighborhood close to scenic mountain views, outdoor recreation, shopping, dining, and nearby schools."
86325,single_family,2005.0,529061.0,549923.0,1.0394,2060.0,266.95,1.0,3.0,2.0,2.0,2.0,2.0,"Two-bedroom, two-bath home, built in 2005, offers a perfect blend of comfort and style ideal for 55+ living. Gated community, recently painted and upgraded, it features an inviting interior with modern finishes. Enjoy breathtaking views of Mingus Mountain from your private outdoor space."
85755,single_family,2003.0,699100.0,698900.0,0.9997,2740.0,255.07,1.0,4.0,3.0,3.0,3.0,3.0,"Oro Valley Sanctuary: 4 bed, 3 FULL baths, 3-car-garage, nestled on LARGE, PRIVATE, CUL-DE-SAC LOT w/VIEWS! Front exterior features: long driveway, mature vegetation, stacked stone elevation, custom wrought iron door, brick paver patio."
85755,single_family,1997.0,750075.0,750062.0,1.0,2120.0,353.8,2.0,3.0,2.0,2.0,2.0,3.0,"This 4.25 acre, gated, 2 story home in the Tortolita Mountains is private and peaceful offering 3-bed, 2-bath escape with a 2 well-share, owned commercial grade 12kW solar system and 150-gallon propane tank."
85387,single_family,2004.0,434906.0,434942.0,1.0001,1890.0,230.13,1.0,3.0,2.0,2.0,2.0,2.0,"Backyard features natural gas fire pit and natural gas stub for barbeque. Soothing interior colors and upgraded neutral tile throughout provide the perfect canvas for any decor. Garage features a high grade epoxy floor, newer work bench and storage cabinets."
85213,single_family,1988.0,800049.0,800090.0,1.0001,2750.0,290.94,1.0,5.0,3.0,3.0,3.0,2.0,"The heart of the home is the stunning kitchen, featuring new countertops, upgraded cabinetry, stainless appliances, and a show-stopping barrel-rolled brick ceiling. The spacious primary suite is a true retreat with its own fireplace, large walk-in closet, and beautifully remodeled bathroom."
85658,single_family,2018.0,1265058.0,1250097.0,0.9882,2890.0,432.56,1.0,3.0,3.0,3.0,3.0,3.0,MODERN ELEGANCE HUGE REDUCTION!! FULLY LOADED- WHY BUILD- JUST MOVE in! TOLL BROS EST- BORDERS GALLERY- 11TH FAIRWAY on SOUTH COURSE! BREATHTAKING VIEWS...
85387,single_family,2026.0,399900.0,419149.0,1.0481,1580.0,265.28,1.0,3.0,2.0,2.0,2.0,2.0,The Vistas Collection at North Copper Canyon Brant offers a world of comfort in the home. The open kitchen has a generous island and pantry and is perfect for culinary enthusiasts or casual gatherings.
85338,single_family,2011.0,514809.0,509930.0,0.9905,2420.0,210.71,1.0,4.0,2.0,2.0,2.0,2.0,"Single-story home in Estrella with split floor plan featuring 4 bedrooms, 2 baths, and open-concept living. Gourmet kitchen boasts granite counters, stainless appliances, 42'' uppers, extremely large island, oversized walk-in pantry and RO system."
85050,single_family,2009.0,1049923.0,1025067.0,0.9763,3210.0,319.34,2.0,4.0,3.0,2.0,2.0,3.0,"4-bedroom, 2.5 bath home in Cielo at Desert Ridge, Arizona, has been remodeled. The private primary suite includes a sitting room ideal for an office or lounge, plus a fully upgraded spa-like bath."
85259,single_family,1994.0,1089949.0,1089927.0,1.0,2360.0,461.83,1.0,3.0,2.0,2.0,2.0,2.0,"The Edmunds home sits on a large cul-de-sac lot in guard-gated Stonegate just minutes from the Clubhouse. Offering 3 bedrooms, 2 baths, 2-car garage w/extra storage & a split floor plan, it blends comfort and style effortlessly."
85142,single_family,2005.0,649902.0,639948.0,0.9847,2290.0,279.45,2.0,4.0,3.0,2.0,2.0,3.0,"The gourmet kitchen is an Entertainer's Dream, showcasing custom cabinetry, quartz countertops, an oversized island and top-of-the-line commercial appliances. Located in highly sought after Villages at Queen Creek, close to Shopping, Restaurants and Freeway access."
85375,single_family,1994.0,364930.0,351076.0,0.962,1820.0,192.9,1.0,2.0,2.0,2.0,2.0,2.0,"Sun City West is located on the 55+ golf course community of Sun City West. Recent updates include a gas HW htr (new), HVAC (1 yr), roof underlayment (2 yrs) & windows (2yrs) Remodeled kitchen & high ceilings create a bright, spacious feel."
85646,single_family,2013.0,624903.0,600063.0,0.9602,2100.0,285.74,1.0,3.0,3.0,3.0,3.0,2.0,"The home is located in the desirable Sanctuary at Tubac Golf Resort. Exceptional features include hand-stained Saltillo tile flooring, granite countertops, and custom Mexican Talavera tile in all bathrooms."
85658,single_family,2023.0,1324806.0,1234937.0,0.9322,3080.0,400.95,1.0,3.0,4.0,3.0,3.0,3.0,"Former Acacia model by Fairfield Homes offers luxury living on the Dove Mountain Golf Course. The home features three spacious bedrooms, each with its own en suite bath, plus a dedicated office and a versatile teen retreat."
86403,single_family,2005.0,385093.0,369922.0,0.9606,1350.0,274.02,1.0,3.0,2.0,2.0,2.0,3.0,"The 3-bedroom, 2-bath residence offers thoughtfully designed living space filled with natural light. The home comes furnished, making it move-in ready, and includes a spacious 3 car garage with sleek epoxy flooring."
85233,single_family,1993.0,1085085.0,1059901.0,0.9768,2720.0,389.67,2.0,4.0,3.0,3.0,3.0,3.0,"The interior exudes elegance with shutters, natural light, stylish light fixtures, and LVP tile flooring throughout. The backyard is an entertainer's delight! Experience year-round fun with a covered patio, well-laid travertine, artificial turf, shade trees, and a sparkling pool."
85935,single_family,2006.0,1200084.0,1163940.0,0.9699,2990.0,389.28,,4.0,4.0,4.0,4.0,,"1.15 acres, Lock and leave in the most desirable guard gated subdivision in the White Mountains. Main house built in 2006 - Fabulous wood flooring, vaulted ceilings, view windows."
85374,single_family,1999.0,389823.0,375096.0,0.9622,1410.0,266.03,1.0,2.0,2.0,2.0,2.0,2.0,"Acacia model with Plantation Shutters, Crown Moulding, GE Greg matte Stainless Appliances & 5'' Baseboards. Both the front courtyard and backyard are walled and enhanced by beautiful water fountains."
85087,single_family,2005.0,1000051.0,1000076.0,1.0,3450.0,289.88,1.0,5.0,3.0,2.0,2.0,3.0,"Pueblo architecture includes dramatic vigas, tray ceilings and custom paint throughout this timelessly stunning home. Huge MBR and amazing office splits with 3 BR's that can provide generational living."
86005,single_family,2021.0,2844931.0,2717901.0,0.9553,800.0,3397.38,2.0,4.0,5.0,4.0,4.0,3.0,"Coconino Ridge offers 3,383 square feet of refined design and seamless indoor-outdoor living. The chef's kitchen is both striking and functional, featuring a substantial waterfall island with seating, sleek quartz countertops, and exquisite Downview Custom Cabinetry."
85641,single_family,2006.0,400087.0,392069.0,0.98,2340.0,167.55,1.0,4.0,2.0,2.0,2.0,3.0,"Vail, Vail, is one of Vail's few gated communities. Open floor plan, large bedrooms, and 10 foot ceilings provide ample space for you and your belongings."
85027,single_family,1983.0,,215100.0,,1090.0,197.34,1.0,,0.0,,,2.0,
86406,single_family,1995.0,524978.0,516083.0,0.9831,1530.0,337.31,1.0,3.0,2.0,2.0,2.0,2.0,"This 3-bedroom, 2-bath residence showcases a bright open floor plan with vaulted ceilings, stylish ceiling fans, and abundant natural light throughout. The stunning kitchen anchors the home with sleek cabinetry, quartz counters, white cafe appliances, a large island, and contemporary lighting."
85142,single_family,2020.0,7350086.0,6999916.0,0.9524,11800.0,593.21,2.0,6.0,10.0,6.0,6.0,7.0,"San Tan Lakeside Estates offers a stunning blend of luxury and modern elegance on a 1-acre lot. The property boasts a private 13-acre ski/wake/paddleboard lake and 236ft of lakefront beach. All six bedrooms offer en-suite bathrooms, ensuring privacy and comfort for everyone."
85249,single_family,2004.0,,587078.0,,2180.0,269.3,1.0,,0.0,,,3.0,
85118,single_family,1997.0,479573.0,472573.0,0.9854,1960.0,241.11,1.0,2.0,2.0,2.0,2.0,2.0,The home is located on a quiet street in a quiet neighborhood near the airport. It's located just 35 minutes from Sky Harbor Airport and 20 minutes from San Tan Village Shopping & Dining. The property is located near the Gold Canyon Golf Resort.
85365,single_family,2007.0,777702.0,755076.0,0.9709,2530.0,298.45,,3.0,3.0,3.0,3.0,2.0,"Tuscany-Inspired Ranch Estate with Guest House, Sparkling Pool, Heated Spa & Irrigation Rights. The main home features 3 spacious bedrooms and 2.5 luxurious bathrooms."
85390,single_family,2017.0,648905.0,630093.0,0.971,1990.0,316.63,1.0,2.0,2.0,2.0,2.0,2.0,"1,945sq ft includes 2 bed, 2 bath & den. Rare buildable side yard allows space for guest casita, extra garage or pool."
85718,single_family,1992.0,664935.0,654910.0,0.9849,1860.0,352.1,1.0,2.0,2.0,2.0,2.0,2.0,"Spacious great room & dining area boast vaulted ceilings, abundant natural light, plantation shutters & skylights. Kitchen is generously sized & updated w/new granite countertops, SS appliances, raised panel cabinetry, breakfast bar & cozy breakfast nook."
85373,single_family,1975.0,354938.0,329949.0,0.9296,1920.0,171.85,1.0,2.0,2.0,2.0,2.0,2.0,"The 2 large bedrooms each include walk-in closets for ample storage. The garage offers space for a full-size truck and is equipped with plenty of cabinets for extra storage. Sun City has 8 state of theart recreation centers, 8 well maintained golf courses, 2 bowling centers, numerous clubs/activities."
85737,single_family,2005.0,594933.0,595085.0,1.0003,2140.0,278.08,1.0,4.0,2.0,2.0,2.0,3.0,"The chef's kitchen boasts gorgeous modern lift-up cabinets, Silestone countertops, and stainless steel appliances. Situated on a quiet cul-de-sac with gorgeous mountain views, a 3-car tandem garage, and leased solar panels for optimized utility savings."
85730,single_family,2017.0,474942.0,479908.0,1.0105,1600.0,299.94,1.0,2.0,2.0,2.0,2.0,,"The oversized covered patio is perfect for entertaining, complete with tiled floors, two ceiling fans with remotes, and convenient bathroom access. The incredible chef's kitchen opens beautifully to the family room and features stainless steel appliances."
85629,single_family,2020.0,899078.0,878587.0,0.9772,2630.0,334.06,1.0,3.0,3.0,2.0,2.0,3.0,"2,633 sq ft Southwest-inspired home offers rare privacy and breathtaking natural beauty. Backing to pristine State Trust Land, it enjoys protected, uninterrupted views of the Santa Rita Mountains, Madera Canyon, and the iconic Elephant Head formation."
86325,single_family,2001.0,449918.0,439925.0,0.9778,1480.0,297.25,1.0,2.0,2.0,2.0,2.0,3.0,"The clubhouse has swimming pool, hot tub, covered & open patios with furniture. HOA has 80/20 rule on age restrictions. The home is located between Cottonwood & Sedona near the Page Springs vineyards & wineries on Oak Creek."
85338,single_family,2025.0,460080.0,460057.0,1.0,1830.0,251.4,1.0,4.0,2.0,2.0,2.0,2.0,"The Mason features an expansive great room that's perfect for movie nights, game-day gatherings, or simply relaxing with friends and family. Silva Farms has something for everyone including EXCLUSIVE amenities and just minutes from shopping and restaurants."
85743,single_family,2001.0,650099.0,650084.0,1.0,2160.0,300.96,1.0,3.0,3.0,3.0,3.0,3.0,"Exquisite Territorial-style gem showcasing breathtaking mountain and sunset views. Retreat to the spacious primary suite offering wood-look floors, direct backyard access, and a luxurious bathroom. Out back, enjoy a sizable yard complete with a covered patio, outdoor fireplace, plenty of room for a pool and endless outdoor fun."
85739,single_family,2002.0,578947.0,579083.0,1.0002,3150.0,183.84,2.0,3.0,3.0,2.0,2.0,3.0,"Durango model features thoughtfully updated finishes and design elements throughout. The primary bedroom is conveniently located on the main level, while two spacious guest bedrooms and a full bath upstairs create the perfect private retreat for visitors."
85705,single_family,2005.0,339938.0,334931.0,0.9853,1850.0,181.04,2.0,3.0,2.0,2.0,2.0,2.0,Open floor plan with big back yard. Open floor plan. Easy access to I-10.
85326,single_family,2012.0,299965.0,329830.0,1.0996,1860.0,177.33,1.0,4.0,3.0,2.0,2.0,2.0,"Single-level 4-bedroom, 2.5-bath home in **Sonoran Vista** New A/C 2019. Offers incredible potential and is priced for a quick sale. Located in a desirable Buckeye neighborhood near schools, parks, and convenient freeway access."
85266,single_family,1995.0,1100062.0,964932.0,0.8772,2750.0,350.88,1.0,3.0,3.0,2.0,2.0,3.0,"The Aurora home is located just a 3-iron away from the clubhouse, fitness center, pool and pickleball. The home features a three-car garage with built in-cabinets, a workbench, and an attractive aggregate driveway and walkway."
85326,single_family,2006.0,360092.0,359948.0,0.9996,2240.0,160.69,2.0,4.0,3.0,2.0,2.0,2.0,The new home is located in the quiet and well maintained neighborhood of Park Place at Buckeye. It is spotless clean from ceiling to floor and move-in ready now.
86442,single_family,2006.0,290057.0,274949.0,0.9479,1320.0,208.29,1.0,3.0,2.0,1.0,2.0,2.0,"El Camino Village is a desirable location for first-time homebuyers. The home features an attached, finished 2-car garage with plenty of room for parking and storage."
86442,single_family,1984.0,799951.0,799954.0,1.0,1830.0,437.13,1.0,3.0,3.0,3.0,3.0,2.0,"Rare riverfront living meets comfort and versatility in this 1,830 sq. ft. home. Built in 1984 and positioned on a desirable corner lot, the property is privately secured behind an electric gate."
85747,single_family,1983.0,1024907.0,979929.0,0.9561,3180.0,308.15,2.0,3.0,2.0,2.0,2.0,6.0,"The Rocking K Estates, 1.456 acres, is located on 1.4 acres in the prestigious RockingK Estates. The property boasts a remarkable 6-car garage, offering ample space for three RVs or your boat and toys."
86336,single_family,2006.0,1995099.0,1900076.0,0.9524,3840.0,494.81,1.0,3.0,4.0,3.0,3.0,2.0,"The gourmet kitchen offers commercial-grade appliances, granite counters, and a new refrigerator. The primary suite includes its own fireplace, Juliette balcony, and custom walk-in closet. Four outdoor patios offer sunrise-to-sunset living, including a hot tub off the guest or office suite patio."
85387,single_family,2003.0,475061.0,475070.0,1.0,1960.0,242.38,1.0,2.0,2.0,2.0,2.0,2.0,"The Center Island Kitchen is a favorite for the buyer looking for an Open Floor Plan. Southeast facing expanded patio has gas fire pit, outdoor kitchen, knee walls, accent lights, Travertine pavers."
85087,single_family,2016.0,810066.0,775098.0,0.9568,3000.0,258.37,1.0,4.0,4.0,3.0,3.0,2.0,"Anthem, Arizona, is a stone's throw from Anthem. The home has a heated salt water pool with spa, ramada, built-in BBQ, fire pit seating, and synthetic turf-perfect for relaxing or hosting."
85016,single_family,1955.0,1199924.0,1149939.0,0.9583,2040.0,563.7,1.0,3.0,3.0,2.0,2.0,4.0,"Phoenix home blends style, comfort, convenience, and garage space with room for all your toys. The serene primary suite offers its own cozy fireplace and an enormous walk-in closet with its own temperature control."
85750,single_family,1987.0,549976.0,549830.0,0.9997,1940.0,283.42,1.0,3.0,2.0,2.0,2.0,3.0,"The 3 BD, 2 BA FURNISHED home is situated on a third of an acre and features two separate living areas. Recent upgrades include a new roof and electrical panel (2025), Tesla solar with backup (2023), and an HVAC system approximately 5 years old."
85268,single_family,2004.0,2198900.0,2049938.0,0.9323,3760.0,545.2,1.0,3.0,4.0,3.0,3.0,3.0,"The 3-bedroom, 4-bathroom residence in the prestigious Firerock Community is located on a.6-acre lot. The home features an open floor plan with soaring ceilings and expansive windows that frame panoramic mountain views by day and sparkling Phoenix city lights by night."
85249,single_family,2004.0,595070.0,586935.0,0.9863,2180.0,269.24,1.0,3.0,2.0,2.0,2.0,3.0,"Solera is a sought-after 55+ community of Solera. The home offers 3 bedrooms, 2 baths, and a versatile den ideal for a home office or private sitting room."
85119,single_family,2014.0,1794950.0,1785079.0,0.9945,3000.0,595.03,1.0,3.0,3.0,2.0,2.0,5.0,"The 7.5 acre horse property features a massive island, farm sink & walk in pantry. Equestrian facilities include a 150x220 arena with remote controlled roping chutes, 12x13 tack room & generous covered hay storage."
86440,single_family,2016.0,525971.0,514935.0,0.979,1640.0,313.98,1.0,3.0,2.0,1.0,2.0,4.0,Beautiful waterfront home with Expansive cove views. Enjoy stunning views of the Colorado River's coves from this exceptional property. Solar screens throughout the home.
85710,single_family,1963.0,299922.0,310066.0,1.0338,1600.0,193.79,1.0,3.0,2.0,2.0,2.0,,"The 1963 mid-century residence retains all of its original charm and authentic character. Gorgeous concrete floors complement a huge open floor plan, a brand-new gourmet kitchen with beautiful backsplash, and stainless steel appliances."
85739,single_family,2004.0,629924.0,629916.0,1.0,2480.0,254.0,1.0,4.0,3.0,3.0,3.0,5.0,"Catalina Mountain views frame this 1.02acre property, offering space, privacy, and functionality. Five garage parking spaces provide exceptional flexibility for vehicles, storage, or a dedicated workshop. The backyard is fully enclosed by a newly constructed masonry stucco wall."
85142,single_family,2011.0,799923.0,799992.0,1.0001,3810.0,209.97,1.0,5.0,4.0,4.0,4.0,3.0,"Spacious and well-maintained home in the sought-after Lucia at Queen Creek. Built in 2011, this 5 bed, 4 bath home features over 3,800 SF, an attached private casita with its own entrance."
85382,single_family,1987.0,500097.0,500060.0,0.9999,1970.0,253.84,1.0,3.0,2.0,2.0,2.0,2.0,"Fully remodeled on almost 1/3 acre lot in Westbrook Village, AZ. 3 bed/2 bath property with 2-car garage plus golf cart parking. New luxury vinyl plank flooring and paint throughout home."
85383,single_family,2015.0,792909.0,793055.0,1.0002,2710.0,292.64,1.0,3.0,3.0,2.0,2.0,2.0,"NW Peoria home offers 3 bedrooms and 2.5 bathrooms, along with a formal den/office and an additional flex space ideal for a second office, craft room, or hobby area. The Owner's Suite serves as a true retreat with direct backyard access and a spacious en-suite bath."
85338,single_family,2025.0,504933.0,498057.0,0.9864,2360.0,211.04,2.0,4.0,3.0,3.0,3.0,2.0,"Imagine coming home to the Pearl, where comfort meets style. Cook and connect in a modern kitchen with 42'' cabinets, GE stainless appliances."
85202,single_family,1970.0,479932.0,479921.0,1.0,1860.0,258.02,1.0,4.0,2.0,2.0,2.0,,"The 4-bedroom, 2-bathroom home has undergone a full remodel, including a roof that is less than a year old. The heart of the home is the updated kitchen, boasting sleek new stainless steel appliances. Adjacent to the kitchen, the dining area flows seamlessly into the living room."
86326,single_family,1991.0,558916.0,558902.0,1.0,2050.0,272.64,1.0,3.0,2.0,2.0,2.0,2.0,"This charming SW style home features 3 BR's, 2 BAs, & spacious bonus/family room, all within 2,050 sq. ft. on a generous 0.29-acre lot. The primary suite boasts a renovated bath & a large w/i closet, while the 2 guest rms share a stylish bath."
85705,single_family,1957.0,274970.0,260058.0,0.9458,1640.0,158.57,1.0,4.0,3.0,2.0,2.0,,"The 3-bedroom, 2-bathroom gem sits on a generous 0.181-acre lot in Casino Del Sol. The backyard offers a large shed and plenty of room for outdoor activities."
85259,single_family,2006.0,1748929.0,1688948.0,0.9657,3400.0,496.75,1.0,4.0,3.0,2.0,2.0,5.0,"The single-level custom desert retreat captures the essence of Arizona living - private, light-filled, and designed for effortless indoor/outdoor flow."
85747,single_family,2001.0,515058.0,515076.0,1.0,2050.0,251.26,1.0,3.0,2.0,2.0,2.0,2.0,"The open floor plan features soaring 10' ceilings, ceramic tile flooring, and a large kitchen with new stainless appliances and natural oak cabinets. Enjoy exceptional privacy with an enclosed side patio and pergola covered backyard patio."
85737,single_family,1994.0,400052.0,405100.0,1.0126,2060.0,196.65,1.0,3.0,2.0,2.0,2.0,2.0,"The inviting interior features vaulted ceilings, tons of natural light, a neutral palette, wood-look tile flooring in common areas, & soft carpet in bedrooms. The main bedroom has sliding doors to the back and an ensuite with dual sinks, separate tub/shower, & a walk-in closet."
85053,single_family,1968.0,450087.0,445078.0,0.9889,1910.0,233.03,1.0,3.0,2.0,2.0,2.0,2.0,"North Phoenix home offers 1,912 sq ft with 3 bedrooms, 2 bathrooms, lush green shaded trees, and a sparkling PebbleTec pool. The solar lease has been paid down substantially over the past 10 years, offering meaningful monthly savings."
85388,single_family,2005.0,358992.0,358803.0,0.9995,1410.0,254.47,1.0,3.0,2.0,2.0,2.0,2.0,"Nice 3 bedroom and 2 bath home with ample Parks, Children Playground, Splash Pad, Basketball Court and Skate Board Park. Home has 3 Bedrooms, 2 Baths, 2-car garage and a Dog Park for Small and Large Dogs."
85138,single_family,2022.0,484910.0,464918.0,0.9588,2570.0,180.9,1.0,3.0,3.0,3.0,3.0,3.0,"The 3 bedroom, 3 bathroom, 3 car garage home is designed for comfort, convenience and privacy. The split layout includes a spacious primary suite with a walk-in closet, linen storage, tile shower, dual vanities with seating area and private water closet."
85018,single_family,1961.0,964935.0,964949.0,1.0,1790.0,539.08,1.0,3.0,2.0,2.0,2.0,2.0,Arcadia Lite is located in the highly coveted zip code of Arcadia Lite. The home features 3 bedrooms and 2 bathrooms with a layout designed for both comfort and functionality. The front and back yards offer attractive landscaping and a large covered patio.
85365,single_family,1988.0,399844.0,391929.0,0.9802,2020.0,194.02,,4.0,2.0,,2.0,2.0,"The property in Terra Mesa Estates, Yumas, is located just minutes from the city. The property has a bonus AC office/448 sq (built in 2023) in back yard."
85041,single_family,1973.0,310058.0,309911.0,0.9995,920.0,336.86,1.0,3.0,2.0,2.0,2.0,,"Freshly updated 3 bed, 2 bath home w/ fresh interior & exterior paint & neutral tile flowing throughout the main living areas. The primary suite offers an en suite bath w/ refinished walk-in shower & new quartz topped vanity."
85210,single_family,1979.0,495070.0,515075.0,1.0404,2040.0,252.49,1.0,3.0,2.0,2.0,2.0,2.0,"This home is just minutes from shopping, dining, several parks, golf, bike trails, and easy freeway access. Located in an established neighborhood, this home is minutes from Shopping, dining and several parks."
85719,single_family,1923.0,788924.0,806059.0,1.0217,1740.0,463.25,1.0,3.0,3.0,3.0,3.0,,"The 1923 bungalow is just one block from the University of Arizona campus. The main house has two large bedrooms, two baths, generous living and dining rooms, and a finished basement. The guest studio has its own washer/dryer, kitchenette, mini-split and fenced yard."
85286,single_family,2001.0,599905.0,604941.0,1.0084,2160.0,280.07,1.0,4.0,2.0,2.0,2.0,3.0,"Located within minutes to the 202 San Tan freeway, Chandler Gilbert Community College, shopping and restaurants. The bedrooms offer a peaceful retreat with the spacious walk-in closet."
85367,single_family,1973.0,298905.0,288583.0,0.9655,940.0,307.0,,2.0,2.0,1.0,2.0,1.0,"Two-bedroom, 2-bath home on 1.03 acres on 1,03 acres. Fully fenced with 6ft block and double gates on the east and west sides of the property."
85306,single_family,1980.0,369950.0,369827.0,0.9997,1500.0,246.55,1.0,3.0,2.0,2.0,2.0,,The home was just painted 2026 Roof was replaced in 2018. Exterior of home was only painted 20 26 Roof was just painting 2026 roof. Backyard was completely redone with concrete/pavers/rock/bistro lights.
85308,single_family,1986.0,549086.0,544921.0,0.9924,1760.0,309.61,1.0,3.0,2.0,2.0,2.0,2.0,The modern fireplace is adding warmth and elegance to the living area. Current property tax reflects investment use. If the buyer will be owner occupant using the home as their primary residence should see a reduced property tax bill.
85120,single_family,2006.0,399065.0,406069.0,1.0176,1640.0,247.6,1.0,3.0,2.0,2.0,2.0,2.0,Adorable home in a gated community with a new salt water pool (2024) and a spa that conveys! Laminate and tile flooring throughout.
85658,single_family,2005.0,388940.0,374933.0,0.964,1660.0,225.86,1.0,2.0,2.0,2.0,2.0,2.0,Highlands at Dove Mountain 55+ living! This desirable Extended Aurora 1 is a charming entry and a thoughtfully designed layout.
85254,single_family,1973.0,,1174917.0,,3200.0,367.16,1.0,,0.0,,,2.0,
85205,single_family,1996.0,279051.0,270050.0,0.9677,1850.0,145.97,1.0,2.0,2.0,2.0,2.0,2.0,"The kitchen has stainless steel appliances and granite countertops, tons of cabinets with pull out shelving and soft close doors, and a huge eat-in kitchen. The primary suite is large...with a tiled walk-in shower, dual sinks w/granite and large walk- in closet."
